EmployeeID;Attrition;Age;DistanceFromHome;MonthlyIncome;NumCompaniesWorked;PercentSalaryHike;TotalWorkingYears;TrainingTimesLastYear;YearsAtCompany;YearsSinceLastPromotion;YearsWithCurrManager;EnvironmentSatisfaction;JobSatisfaction;WorkLifeBalance;AverageDailyHours;BusinessTravel_NonTravel;BusinessTravel_Frequently;MS_Divorced;MS_Married
1333;0;30;10;28140;1;22;10;2;10;0;9;1;3;2;6;0;1;1;0
1334;0;33;7;112450;0;21;8;3;7;0;7;3;2;4;5;1;0;0;1
1335;0;54;15;33120;8;19;7;1;5;4;3;2;2;3;7;0;0;0;1
1336;0;51;3;177790;7;14;23;2;20;9;10;1;3;3;5;0;0;0;0
1337;0;31;2;21410;4;20;12;2;7;7;7;2;3;2;7;0;0;0;1
1338;0;26;17;57690;1;19;5;4;5;4;3;3;2;2;6;0;0;0;1
1339;0;54;2;43850;1;13;28;2;20;9;6;4;4;2;6;0;0;0;1
1340;0;24;5;53320;1;22;1;2;1;0;0;4;3;2;8;0;0;0;0
1341;1;24;26;46630;0;13;3;1;2;2;1;3;4;3;5;0;0;0;1
1342;0;49;2;47240;1;11;16;3;15;5;10;3;1;2;6;0;0;0;1
1343;0;43;2;32110;4;13;18;2;3;1;2;2;3;3;6;0;1;0;0
1344;0;50;19;53770;4;14;16;3;2;2;1;3;4;3;6;0;1;0;0
1345;1;31;15;40660;3;22;4;2;2;2;2;2;3;3;7;0;0;0;1
1346;0;41;17;52080;3;11;12;2;9;0;7;3;3;3;6;0;0;1;0
1347;0;26;17;48770;1;13;8;5;8;5;7;3;3;3;6;0;0;0;1
1348;0;36;25;31170;6;21;7;2;3;0;1;2;2;3;5;0;0;1;0
1349;0;51;6;20976;2;11;18;2;4;0;3;1;4;3;6;0;1;0;0
1350;0;39;7;177790;4;13;17;3;15;5;9;4;3;4;6;0;0;0;1
1351;0;25;26;30690;2;14;6;3;2;2;2;1;3;3;6;0;0;0;1
1352;1;30;21;104350;0;11;12;5;11;4;7;3;4;1;8;0;0;0;1
1353;0;32;2;41480;7;15;10;1;5;0;4;1;1;4;6;0;0;0;0
1354;0;45;2;57680;5;22;9;4;6;0;3;3;4;2;6;0;0;0;0
1355;0;38;7;50420;3;16;19;4;3;2;2;4;3;3;9;0;0;0;0
1356;0;30;13;57700;1;16;5;2;5;0;4;1;3;2;5;0;0;0;0
1357;0;32;2;77560;0;21;9;3;8;0;7;4;4;4;5;0;1;1;0
1358;0;30;1;103060;5;13;8;5;3;2;2;4;1;3;5;0;0;1;0
1359;0;30;9;39360;0;11;6;3;5;1;2;2;4;3;5;0;0;0;0
1360;0;41;10;79450;4;12;21;5;7;7;7;4;1;2;6;0;1;1;0
1361;0;41;10;57430;2;12;7;2;5;1;4;3;1;3;6;0;0;0;1
1362;0;24;1;152020;1;18;1;2;1;0;0;2;2;3;5;0;0;0;0
1363;0;40;26;54400;1;12;20;2;20;2;10;2;2;3;5;0;1;1;0
1364;0;35;8;37600;1;14;10;2;10;0;6;3;2;3;6;0;0;0;1
1365;0;53;14;35170;2;12;13;1;7;4;5;2;3;1;9;0;0;0;1
1366;0;45;1;25800;8;17;20;3;17;0;10;2;2;1;5;0;0;1;0
1367;0;32;2;21660;1;19;9;4;9;3;7;2;4;3;6;0;1;0;0
1368;0;29;10;58690;1;11;10;5;10;0;9;4;3;3;5;1;0;0;1
1369;0;51;1;80080;2;15;10;4;1;0;0;2;3;3;6;0;0;0;1
1370;0;54;3;52060;4;11;9;4;1;0;0;2;2;2;8;0;0;0;1
1371;1;40;11;52950;7;18;15;4;12;2;10;3;4;2;5;0;0;0;1
1372;0;34;24;164130;6;16;6;1;4;1;2;3;3;3;5;0;1;0;1
1373;0;24;3;132690;1;22;2;2;2;2;2;3;4;3;6;0;0;0;1
1374;0;27;3;27830;6;16;6;2;2;2;2;4;2;1;5;1;0;1;0
1375;0;28;4;54330;1;13;5;4;5;0;2;3;4;1;5;0;0;0;1
1376;0;54;3;20976;3;14;12;5;5;1;4;3;4;1;9;0;0;1;0
1377;0;27;2;139660;1;19;1;1;1;0;1;3;3;2;9;1;0;1;0
1378;0;50;4;43740;3;15;21;5;5;4;4;3;2;3;5;0;0;0;0
1379;0;41;7;68420;4;12;13;3;9;1;8;1;3;3;5;0;0;1;0
1380;0;30;1;174260;2;12;12;1;10;7;4;2;4;3;5;0;0;0;1
1381;0;38;1;176030;4;16;12;1;8;0;7;1;4;4;5;0;0;0;0
1382;0;32;20;45810;3;14;8;3;5;1;4;3;3;3;5;0;0;0;0
1383;0;27;5;47350;0;13;6;2;5;1;1;3;2;2;7;0;0;0;1
1384;0;24;10;41870;0;22;1;4;1;0;0;3;1;4;6;0;1;0;0
1385;0;36;25;55050;4;21;13;3;8;7;2;4;2;2;6;0;1;0;0
1386;0;30;1;54700;1;18;12;2;12;6;10;3;1;3;5;1;0;1;0
1387;0;45;24;54760;4;13;9;3;5;0;3;3;1;4;6;0;0;1;0
1388;0;54;4;25870;4;12;19;2;2;2;2;3;1;3;7;0;0;1;0
1389;0;33;2;24400;0;18;4;4;3;0;2;3;4;4;5;0;0;0;0
1390;0;24;8;159720;1;21;1;2;1;1;0;2;4;2;5;0;0;0;0
1391;0;46;10;153790;1;12;24;1;20;9;7;2;1;3;5;0;0;1;0
1392;0;38;4;70820;1;14;2;3;2;2;1;3;4;3;6;0;0;0;0
1393;1;31;2;27280;8;11;7;3;4;0;2;3;4;3;9;0;0;0;1
1394;0;34;9;53680;2;14;9;2;3;1;2;4;2;3;5;0;0;0;0
1395;0;41;18;53470;1;22;4;1;4;0;2;2;2;2;9;0;0;0;0
1396;0;50;19;31950;2;11;5;4;3;0;2;3;3;2;5;0;0;0;1
1397;0;53;1;39890;1;13;5;2;4;1;3;4;1;3;5;0;0;1;0
1398;0;33;4;33060;1;11;8;5;8;1;6;4;2;3;6;0;0;0;1
1399;0;40;11;70050;1;20;21;2;20;9;9;4;3;3;5;0;0;0;1
1400;0;54;6;26550;8;17;28;1;20;2;10;3;2;3;5;0;0;0;0
1401;0;34;7;20976;1;11;10;4;10;1;9;4;3;2;5;0;1;0;1
1402;0;51;4;25700;3;18;21;2;7;1;0;4;2;3;6;0;0;0;0
1403;0;52;2;35370;0;11;28;3;20;9;9;3;3;3;5;0;0;0;1
1404;0;27;15;39860;1;12;7;3;7;0;3;4;2;2;6;0;0;0;0
1405;0;35;2;108830;3;12;8;3;1;0;1;2;3;3;7;0;0;0;1
1406;0;43;6;20976;4;20;7;2;5;2;2;4;4;4;6;1;0;1;0
1407;0;45;9;95250;8;19;22;3;20;9;8;1;4;3;5;1;0;0;1
1408;0;37;7;29290;1;12;8;2;8;1;7;2;1;3;8;0;0;0;1
1409;0;35;1;22750;5;13;10;2;6;1;2;2;2;3;5;0;1;0;0
1410;0;42;1;78790;2;11;11;2;5;0;2;3;3;3;5;1;0;1;0
1411;0;38;8;49300;8;14;14;1;1;0;0;4;3;3;5;0;0;0;1
1412;0;38;25;78470;3;14;9;3;7;1;7;4;4;1;6;0;0;0;1
1413;0;27;13;44010;5;13;6;4;2;2;0;3;1;3;5;0;1;0;1
1414;0;49;23;92410;1;19;7;5;7;1;7;4;4;3;8;1;0;1;0
1415;0;34;7;29740;1;22;5;2;5;2;0;4;3;4;8;0;1;1;0
1416;1;40;23;45020;8;12;15;1;7;3;7;3;4;4;9;0;0;0;1
1417;0;38;6;107480;7;15;17;3;1;0;0;2;1;3;7;0;0;0;1
1418;1;29;10;20976;1;19;10;2;10;1;9;2;4;2;5;0;0;0;1
1419;0;24;1;129360;1;11;4;3;4;2;2;4;2;2;7;0;0;1;0
1420;0;36;1;23050;1;17;8;3;8;1;7;2;4;3;6;0;1;0;0
1421;0;40;26;167040;8;22;5;2;3;0;2;4;4;1;5;1;0;0;1
1422;0;46;25;34330;7;18;17;3;4;0;3;4;1;3;5;0;0;1;0
1423;0;32;5;34770;1;11;14;2;14;9;8;4;4;2;6;0;0;0;1
1424;0;30;17;64300;1;12;12;2;11;5;8;3;3;3;6;1;0;0;0
1425;0;27;18;65160;1;19;7;4;7;0;7;4;3;3;5;0;1;0;0
1426;0;51;2;39070;5;13;16;2;10;4;7;2;2;1;5;0;0;0;1
1427;1;30;10;55620;5;13;8;3;5;0;4;4;1;3;7;0;0;0;0
1428;0;41;1;68830;3;19;16;3;1;0;0;4;4;3;7;0;0;0;0
1429;0;30;3;28620;5;14;9;2;6;0;1;3;1;2;5;0;1;0;0
1430;0;29;2;49780;0;13;7;3;6;1;5;3;3;2;6;0;0;0;0
1431;0;45;2;103680;6;12;23;2;19;9;8;4;4;3;5;1;0;0;0
1432;0;54;8;61340;2;19;16;2;6;0;5;4;1;3;5;0;0;0;1
1433;0;36;16;67350;8;22;16;3;13;3;7;4;2;4;6;0;0;0;0
1434;0;33;9;32950;6;22;7;2;3;1;1;3;2;3;6;0;0;0;1
1435;1;37;2;52380;1;15;10;5;10;0;7;2;4;3;8;0;1;1;0
1436;0;38;1;64720;0;12;17;4;16;5;10;1;3;2;5;0;0;1;0
1437;0;31;4;96100;0;11;6;2;5;1;4;3;3;3;5;1;0;0;1
1438;0;54;5;177790;3;13;7;2;1;0;0;3;4;3;5;0;0;0;1
1439;0;37;2;97560;4;19;13;2;9;5;8;1;4;3;5;0;1;1;0
1440;1;29;15;49680;1;19;11;4;11;4;1;2;4;3;5;0;1;0;1
1441;0;35;19;21450;1;13;10;5;10;0;8;3;3;4;5;0;1;0;0
1442;1;29;7;21800;1;21;4;2;4;0;1;3;4;2;7;0;0;0;0
1443;0;52;1;83460;7;14;6;5;2;2;2;3;4;2;6;0;0;0;0
1444;0;42;7;34450;1;11;22;2;20;9;10;3;4;3;5;0;0;0;1
1445;0;54;4;27600;8;11;7;3;2;2;2;2;3;2;5;0;0;0;1
1446;0;50;11;62940;3;22;28;2;7;0;6;4;4;2;6;0;0;1;0
1447;1;33;11;71400;5;21;8;2;5;0;4;3;4;1;9;0;0;0;1
1448;0;43;1;29320;5;22;22;3;17;1;9;4;4;3;7;0;0;0;1
1449;0;33;1;51470;7;11;13;2;9;1;7;1;1;4;6;0;0;0;1
1450;0;52;2;45070;1;14;28;3;20;9;10;1;3;4;7;1;0;0;0
1451;0;32;13;85640;2;16;6;2;4;1;2;3;2;3;7;0;0;0;1
1452;1;32;23;24680;0;11;4;2;3;1;2;4;3;1;9;0;0;0;0
1453;0;39;26;81610;7;12;7;2;3;1;2;3;3;3;5;0;0;1;0
1454;0;32;2;21090;0;13;4;3;3;2;2;3;4;3;5;1;0;0;1
1455;0;41;26;52940;2;15;17;3;1;0;0;3;1;2;5;0;0;1;0
1456;0;40;2;27180;1;14;9;4;9;4;7;1;4;3;6;0;0;1;0
1457;0;45;18;58110;0;14;25;4;20;1;7;3;4;3;5;0;0;0;1
1458;0;31;7;24370;8;14;9;3;2;2;2;2;3;3;6;0;1;1;0
1459;0;33;2;27660;1;12;2;2;2;0;2;3;4;2;5;0;0;0;1
1460;0;34;26;177790;6;13;13;3;11;5;9;4;1;3;5;0;0;0;1
1461;0;37;22;30550;2;14;17;3;3;0;2;3;1;2;6;0;0;0;1
1462;0;45;21;22890;4;13;9;3;3;0;2;1;3;3;6;0;1;0;1
1463;0;37;2;40010;6;11;17;2;1;0;0;1;3;3;5;0;1;1;0
1464;0;39;22;129650;0;19;20;2;19;9;8;3;3;3;6;0;1;0;0
1465;0;29;4;35390;1;18;6;2;6;1;5;3;4;3;6;0;0;0;0
1466;0;42;5;60290;3;17;10;5;3;0;2;4;1;3;7;0;0;0;0
1467;0;29;2;26790;2;15;10;2;3;0;2;4;4;3;5;0;0;1;0
1468;0;25;25;37020;0;20;5;4;4;1;2;1;3;3;6;0;0;0;1
1469;1;42;18;23980;0;14;10;2;9;7;8;4;4;3;8;0;0;1;0
1470;0;40;26;54680;0;12;22;5;20;3;9;1;3;3;5;0;0;1;0
1471;0;51;6;131160;1;11;1;5;1;0;0;3;4;3;6;0;0;0;1
1472;0;31;10;41890;0;22;6;3;5;1;4;3;2;4;6;0;1;0;0
1473;0;32;17;177790;1;15;5;2;5;0;3;2;2;1;6;0;1;0;1
1474;0;38;2;83210;3;11;13;5;8;7;5;4;4;3;6;1;0;0;1
1475;0;32;10;23420;4;12;9;2;6;0;4;4;1;3;6;0;0;0;0
1476;0;46;8;40710;3;13;28;5;7;7;7;3;2;2;9;0;0;0;1
1477;0;28;11;58130;2;20;5;2;1;0;0;3;3;1;5;0;0;0;0
1478;0;29;18;31430;2;22;10;2;1;0;0;1;2;3;5;0;0;0;1
1479;0;31;1;20976;0;21;10;2;9;7;8;2;4;3;5;0;0;0;1
1480;0;25;7;134640;1;13;6;2;6;1;5;2;1;3;5;1;0;1;0
1481;0;45;17;79910;0;13;21;2;20;4;10;3;4;3;7;0;0;0;1
1482;1;36;26;33770;0;12;16;2;15;9;10;4;4;3;5;0;0;0;1
1483;0;54;14;55380;0;17;28;2;20;4;10;4;1;3;8;0;0;0;0
1484;0;47;1;57620;1;11;10;4;10;9;9;1;2;2;8;1;0;0;1
1485;0;28;1;25920;1;14;5;2;5;0;4;4;4;2;5;0;0;0;1
1486;0;37;1;53460;4;11;7;2;5;0;1;3;4;4;5;0;0;0;1
1487;0;24;3;42130;1;12;3;3;3;1;0;4;3;4;5;0;0;0;0
1488;1;37;1;41270;2;13;15;2;5;0;2;1;4;3;9;1;0;1;0
1489;0;35;7;24380;7;16;10;5;7;6;2;2;2;2;5;0;0;1;0
1490;0;38;8;68700;1;11;8;5;8;7;7;1;1;3;8;0;0;1;0
1491;0;26;1;104470;1;18;6;3;6;1;4;3;2;1;6;0;1;1;0
1492;0;50;8;96670;3;22;28;2;10;1;6;1;2;2;5;0;0;1;0
1493;0;53;11;21480;3;11;21;2;5;1;3;3;3;2;7;0;0;0;1
1494;0;42;4;89260;1;14;20;4;20;9;6;2;3;3;5;0;0;0;1
1495;0;29;16;65130;1;11;10;2;10;0;9;2;4;2;6;0;1;0;0
1496;0;54;1;67990;3;11;12;2;10;0;8;2;4;3;7;0;0;0;1
1497;0;26;9;162910;1;22;5;3;5;3;3;1;1;3;9;0;1;0;1
1498;0;37;5;27050;1;11;17;2;17;5;7;4;4;3;6;0;0;0;0
1499;0;44;1;103330;3;14;19;2;1;0;0;4;3;1;9;0;1;1;0
1500;0;38;2;44480;8;12;10;3;2;1;2;4;4;3;5;0;0;1;0
1501;0;26;4;68540;2;11;5;5;3;0;2;1;2;3;8;0;0;1;0
1502;0;28;7;96370;1;13;5;5;5;0;2;4;4;3;5;0;0;0;0
1503;0;49;1;35910;8;13;22;2;3;1;2;3;1;3;9;0;1;0;0
1504;0;36;5;54050;4;14;10;2;8;7;7;3;2;3;5;0;0;0;0
1505;0;31;9;46840;1;16;2;4;2;2;2;4;2;2;5;0;1;1;0
1506;1;26;8;157870;1;12;8;5;8;7;4;4;4;3;9;0;0;0;0
1507;1;37;9;20976;1;14;4;3;4;1;2;2;4;2;8;0;1;0;1
1508;0;42;2;29560;5;13;23;2;20;4;8;3;2;4;5;0;1;0;1
1509;0;24;1;23350;1;14;1;3;1;0;0;3;3;3;5;0;0;0;0
1510;0;35;20;51540;0;19;12;2;11;6;9;3;2;2;6;0;0;0;1
1511;0;36;8;69620;4;12;4;2;1;0;0;3;4;3;5;0;1;0;1
1512;0;51;2;56750;5;13;13;2;4;1;2;4;2;3;6;0;0;1;0
1513;0;41;26;23790;1;12;22;5;20;0;4;4;2;3;5;0;0;0;0
1514;0;24;7;38120;1;15;1;3;1;0;0;4;3;3;5;0;0;0;0
1515;0;28;9;46480;0;22;9;2;8;0;7;2;1;3;6;0;0;0;0
1516;0;31;8;29360;4;12;10;2;8;7;7;2;4;2;6;0;0;0;1
1517;0;39;5;21050;0;20;19;3;18;3;7;3;4;2;6;0;0;1;0
1518;0;36;5;85780;7;21;11;4;9;0;8;2;2;3;6;1;0;0;1
1519;0;32;2;27060;1;21;13;4;13;4;8;4;3;2;5;0;0;0;1
1520;0;38;5;63840;3;19;19;4;10;0;1;1;2;3;5;0;0;0;1
1521;0;54;2;39680;2;13;12;3;5;1;2;4;3;3;9;1;0;1;0
1522;1;31;20;99070;3;13;6;3;5;0;3;3;4;3;8;0;0;0;1
1523;0;31;7;132250;3;21;9;2;2;1;0;1;1;3;5;0;0;0;1
1524;0;45;3;35400;1;13;24;5;20;9;10;1;1;3;6;0;1;1;0
1525;1;31;16;28040;0;19;3;1;2;2;2;3;4;1;7;0;0;1;0
1526;0;33;9;177790;6;12;12;3;10;8;8;4;2;3;5;0;1;0;1
1527;0;39;1;177790;1;22;21;5;20;9;10;3;1;3;9;0;0;0;1
1528;0;43;7;24390;0;15;9;2;8;1;7;3;4;3;6;0;1;0;0
1529;0;49;1;73140;7;22;25;2;7;0;7;3;3;3;8;0;0;0;0
1530;0;52;7;47740;2;18;11;2;8;7;7;3;2;2;6;0;0;0;1
1531;1;27;15;39020;1;22;4;2;4;1;2;3;2;2;9;0;0;0;0
1532;0;32;1;26620;1;11;13;5;13;9;9;3;2;3;8;0;0;0;1
1533;1;27;13;28560;1;12;5;5;5;0;4;4;3;3;9;0;0;0;0
1534;1;31;24;20976;4;11;13;4;7;1;7;4;4;3;5;0;0;1;0
1535;0;32;7;24720;7;13;10;2;7;0;7;1;4;2;6;0;0;0;0
1536;1;28;9;56730;5;14;5;4;3;2;2;1;4;2;9;0;0;0;1
1537;1;30;13;41970;1;13;11;3;10;1;9;4;4;3;5;0;0;0;1
1538;0;31;2;97130;1;17;10;5;10;8;9;3;3;3;5;0;1;0;1
1539;1;39;19;20976;1;13;21;4;20;9;3;3;4;3;5;0;1;0;1
1540;0;39;1;42840;4;17;12;1;1;0;0;4;3;2;8;0;0;0;1
1541;0;33;4;47880;3;11;9;1;7;0;1;2;4;2;6;0;1;0;0
1542;0;47;4;59060;4;22;21;4;3;1;1;4;3;3;5;0;0;0;1
1543;0;43;14;38860;1;17;9;2;9;0;0;3;3;4;5;0;1;1;0
1544;0;27;2;168230;0;17;6;3;5;1;4;3;2;3;7;1;0;0;1
1545;0;54;1;29330;3;12;20;2;4;0;3;4;3;2;5;0;1;0;0
1546;0;43;7;65000;8;22;10;3;1;0;0;3;1;2;6;0;0;0;1
1547;0;45;3;171740;8;14;12;5;10;9;8;4;4;3;6;0;0;0;1
1548;1;40;2;50330;2;14;6;5;4;0;2;2;4;2;8;0;0;0;1
1549;1;29;26;23070;1;13;7;1;7;0;7;2;1;2;9;0;0;0;1
1550;0;29;8;25870;0;22;4;3;3;2;2;2;4;3;5;0;0;0;0
1551;0;30;10;55070;1;12;10;2;10;1;2;4;3;3;6;0;0;1;0
1552;0;27;11;43930;1;18;8;2;8;0;7;2;2;3;5;0;0;0;1
1553;0;37;1;133480;7;14;8;4;6;0;4;4;4;2;5;0;0;1;0
1554;1;38;26;65830;0;12;12;1;11;2;9;3;4;3;8;0;0;1;0
1555;1;31;6;81030;1;15;11;5;11;4;10;3;4;2;8;0;0;0;0
1556;0;29;3;39780;1;11;7;1;7;1;7;4;2;3;7;0;0;1;0
1557;0;35;16;25440;0;13;17;3;16;0;10;3;2;3;6;0;0;0;0
1558;1;24;20;53990;1;22;4;2;4;0;2;3;4;2;6;0;0;1;0
1559;0;41;9;54870;6;19;8;1;5;1;2;4;2;3;8;0;0;0;0
1560;0;47;1;68340;3;16;5;2;1;0;0;2;3;3;6;0;1;0;0
1561;0;42;3;20976;2;22;16;1;1;0;0;1;4;3;5;0;0;0;0
1562;0;29;22;57360;1;22;4;1;4;0;2;4;3;2;5;1;0;0;1
1563;0;42;7;22260;0;12;4;3;3;1;0;3;3;3;7;0;0;1;0
1564;0;32;2;57470;1;13;8;1;8;0;7;3;2;3;6;0;0;0;1
1565;0;48;13;98540;3;16;15;2;1;0;0;1;3;1;6;0;0;0;1
1566;0;37;8;54670;4;12;13;2;7;6;7;3;1;3;9;0;0;1;0
1567;1;30;25;53800;7;21;4;1;2;2;2;4;3;4;9;1;0;0;1
1568;0;26;26;51510;1;15;8;3;8;7;7;3;3;3;5;0;0;0;1
1569;0;42;2;21330;3;13;14;2;1;0;0;1;4;3;5;0;0;0;0
1570;0;24;9;177790;1;12;3;5;3;1;2;1;2;3;7;0;1;0;0
1571;1;36;26;24320;4;22;7;4;1;0;0;4;4;3;6;1;0;0;0
1572;0;36;6;47710;4;13;16;2;13;1;10;1;4;3;5;0;1;0;1
1573;0;54;21;177790;2;18;15;2;3;1;2;4;3;3;5;0;0;0;1
1574;0;40;8;50870;3;14;10;3;7;1;7;4;3;3;6;0;0;0;1
1575;0;24;1;28630;1;14;3;2;3;2;2;1;4;2;6;1;0;0;0
1576;1;33;26;55610;1;21;1;3;1;0;0;4;3;3;9;0;0;0;0
1577;0;37;5;21440;6;19;17;3;5;0;3;3;1;3;6;0;0;0;1
1578;0;46;2;30650;2;11;7;3;1;0;0;3;3;4;5;1;0;0;1
1579;0;41;16;28100;1;11;8;3;8;7;7;1;2;3;6;0;1;0;0
1580;0;50;9;98880;6;15;20;2;4;1;3;4;4;3;6;0;0;0;0
1581;0;40;8;86280;2;20;8;2;6;1;0;3;3;3;7;0;0;0;1
1582;0;31;1;28670;0;22;3;5;2;2;2;3;2;3;9;0;0;0;0
1583;0;24;10;53730;1;12;1;2;1;0;0;3;2;3;5;0;0;0;0
1584;0;29;1;66670;8;12;6;5;3;1;2;4;4;3;6;0;0;0;0
1585;0;35;26;50030;8;15;10;2;1;0;0;3;2;3;6;0;0;0;0
1586;0;27;2;23670;1;12;5;2;5;0;4;4;2;3;5;0;0;1;0
1587;0;28;2;28580;1;12;7;2;7;0;7;2;4;3;5;0;0;0;0
1588;0;49;2;52040;8;14;26;3;5;0;0;2;3;3;6;0;0;0;0
1589;0;51;1;41050;4;22;18;2;7;0;7;3;4;2;6;0;0;0;1
1590;0;36;15;96790;4;12;6;1;2;2;2;4;3;3;5;0;0;0;1
1591;1;34;7;56170;8;22;9;3;5;0;4;1;4;2;7;1;0;0;0
1592;0;54;26;104480;2;13;28;3;5;1;2;3;4;3;7;0;0;0;0
1593;0;24;1;28970;1;18;5;4;5;0;3;4;3;4;8;0;0;1;0
1594;0;30;3;59680;1;13;1;3;1;0;0;3;2;3;5;0;0;0;1
1595;0;26;14;75100;0;18;7;3;6;0;4;3;1;3;5;0;1;0;0
1596;0;24;16;29910;1;19;2;3;2;1;2;1;2;3;5;0;0;0;1
1597;0;36;1;177790;1;12;10;3;10;9;0;2;3;3;5;0;0;0;1
1598;1;30;3;20976;8;19;3;2;1;0;0;3;4;3;7;0;1;0;0
1599;0;37;10;133410;1;14;18;3;18;9;10;4;1;2;5;0;0;1;0
1600;0;40;6;43320;7;14;8;3;5;1;3;4;2;3;5;0;0;1;0
1601;0;42;2;110310;3;12;8;2;5;1;2;2;1;3;6;0;0;1;0
1602;0;37;9;44400;2;11;18;3;1;0;1;3;2;2;8;0;0;0;0
1603;0;43;10;46170;1;11;25;2;20;3;9;1;2;3;6;0;0;1;0
1604;0;40;6;26470;6;13;20;2;1;0;0;2;3;3;6;0;0;0;1
1605;0;54;9;63230;4;22;24;2;4;1;2;1;1;2;5;0;0;0;1
1606;0;34;26;56770;8;20;6;3;3;1;2;3;3;3;5;1;0;0;1
1607;0;31;10;21870;1;15;13;2;13;3;10;2;1;1;5;0;0;0;1
1608;0;43;14;37480;7;14;8;3;3;1;2;4;4;3;6;0;1;0;1
1609;0;43;26;39770;4;18;8;3;5;0;2;3;3;3;7;0;0;1;0
1610;1;25;7;86330;1;19;5;2;5;1;3;2;4;3;9;0;0;0;0
1611;0;37;1;20976;3;22;15;5;13;9;7;2;3;3;9;1;0;0;1
1612;0;31;24;44400;1;13;4;2;4;3;2;4;1;3;5;0;0;0;1
1613;1;39;26;30670;1;20;21;5;20;1;6;2;3;3;7;0;1;1;0
1614;0;54;20;53210;8;14;28;1;7;7;7;3;1;2;6;0;1;0;1
1615;0;30;5;54100;0;17;6;2;5;4;4;2;3;3;6;0;0;0;0
1616;0;41;7;27820;1;14;10;2;10;0;7;2;1;3;5;0;0;0;1
1617;0;28;7;119570;1;13;10;2;10;1;8;3;1;3;5;0;0;1;0
1618;0;25;5;26600;5;13;6;3;2;0;2;1;1;3;5;0;0;0;1
1619;0;52;26;33750;2;21;28;2;5;0;4;4;3;3;6;0;0;0;1
1620;0;45;2;50980;3;14;8;4;2;0;2;1;4;2;5;0;0;0;1
1621;0;52;12;48780;2;11;28;3;5;1;4;4;4;1;6;0;0;0;1
1622;0;42;10;28370;2;13;19;1;5;0;2;1;3;3;5;0;1;1;0
1623;1;30;25;24060;2;20;11;5;5;0;2;3;4;3;6;0;0;0;0
1624;0;54;10;22690;5;18;28;4;20;9;10;1;1;1;5;0;0;0;1
1625;0;46;19;41080;2;14;19;5;10;0;8;3;3;2;6;0;0;1;0
1626;0;42;18;132060;0;13;7;2;6;0;4;4;4;4;5;0;1;0;1
1627;0;24;26;104220;1;17;6;1;5;1;4;1;2;3;9;0;0;0;0
1628;0;34;5;137440;0;20;3;3;2;1;0;4;3;2;5;0;1;1;0
1629;1;38;3;49070;1;11;1;3;1;0;0;4;4;3;7;0;1;0;1
1630;0;40;26;34820;0;18;21;2;20;1;10;3;3;3;5;0;0;0;1
1631;0;26;3;24360;1;22;3;2;3;0;2;1;4;1;5;0;0;1;0
1632;1;30;15;23800;4;18;9;2;5;1;4;3;4;1;6;1;0;0;1
1633;0;29;8;177790;1;11;10;3;10;0;7;2;3;3;6;0;0;0;1
1634;0;29;19;20976;5;16;6;4;2;1;1;3;2;4;5;0;0;0;1
1635;0;24;4;76440;1;15;1;2;1;0;0;1;4;4;6;0;0;0;0
1636;0;30;2;51310;0;15;10;2;9;7;8;3;1;3;5;1;0;0;1
1637;0;54;2;63060;3;12;28;3;1;0;0;1;4;2;5;0;0;1;0
1638;0;50;10;47870;0;12;28;3;20;9;7;2;3;3;6;0;0;0;1
1639;0;30;10;177790;0;22;12;3;11;6;7;3;4;2;5;1;0;0;0
1640;0;54;16;23390;4;20;22;4;18;9;10;3;1;4;5;0;1;0;1
1641;0;47;1;135700;5;16;20;2;5;0;4;1;4;3;6;0;0;1;0
1642;0;46;4;67120;6;21;26;3;3;0;1;1;3;1;5;0;0;0;1
1643;0;35;15;54060;0;12;6;2;5;4;3;4;3;3;5;0;0;0;0
1644;0;54;2;89380;7;11;19;2;1;0;0;3;3;3;6;0;0;0;0
1645;0;34;8;24390;3;11;14;2;7;5;7;4;3;3;6;0;0;1;0
1646;0;46;2;88370;2;18;15;3;3;1;2;3;4;3;8;0;0;0;1
1647;0;31;7;53430;1;14;13;3;13;0;8;3;2;4;5;0;0;1;0
1648;0;33;10;67280;7;22;15;2;7;7;7;2;3;4;7;0;0;0;1
1649;0;33;5;66520;7;22;8;5;4;1;3;1;4;3;5;0;0;1;0
1650;0;30;2;48500;0;12;4;4;3;1;2;4;2;3;5;0;0;0;0
1651;1;35;12;28090;4;22;10;2;8;0;0;4;3;3;7;0;0;0;1
1652;0;31;22;56890;3;15;12;2;1;0;0;1;3;3;5;0;1;0;1
1653;1;34;17;20976;8;22;11;5;3;0;2;2;1;3;9;0;1;1;0
1654;0;42;2;29770;4;15;8;3;2;2;0;2;3;3;6;0;1;0;1
1655;0;36;3;40250;1;11;10;3;10;9;7;2;4;2;6;1;0;0;0
1656;0;24;7;37850;5;13;4;2;2;1;2;3;3;3;5;0;1;0;0
1657;0;48;6;108540;2;14;14;5;9;6;7;2;4;3;5;0;0;0;1
1658;0;54;1;120310;3;11;28;5;10;7;7;1;2;3;6;0;0;0;0
1659;0;41;3;99360;7;17;16;2;14;1;10;4;4;3;5;1;0;0;0
1660;0;35;22;29660;8;18;15;2;11;6;9;2;3;3;5;0;0;0;1
